onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
29-2099.01,17425,Neurodiagnostic Technologists,"Conduct tests or studies such as electroencephalography (EEG), polysomnography (PSG), nerve conduction studies (NCS), electromyography (EMG), and intraoperative monitoring (IOM).",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17434,Neurodiagnostic Technologists,Collect patients' medical information needed to customize tests.,131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17437,Neurodiagnostic Technologists,"Explain testing procedures to patients, answering questions or reassuring patients, as needed.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17432,Neurodiagnostic Technologists,"Set up, program, or record montages or electrical combinations when testing peripheral nerve, spinal cord, subcortical, or cortical responses.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17424,Neurodiagnostic Technologists,"Summarize technical data to assist physicians to diagnose brain, sleep, or nervous system disorders.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17427,Neurodiagnostic Technologists,"Conduct tests to determine cerebral death, the absence of brain activity, or the probability of recovery from a coma.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17423,Neurodiagnostic Technologists,"Attach electrodes to patients, using adhesives.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17430,Neurodiagnostic Technologists,Measure patients' body parts and mark locations where electrodes are to be placed.,131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17435,Neurodiagnostic Technologists,Submit reports to physicians summarizing test results.,131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17426,Neurodiagnostic Technologists,"Calibrate, troubleshoot, or repair equipment and correct malfunctions, as needed.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17433,Neurodiagnostic Technologists,Adjust equipment to optimize viewing of the nervous system.,131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17428,Neurodiagnostic Technologists,"Measure visual, auditory, or somatosensory evoked potentials (EPs) to determine responses to stimuli.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17436,Neurodiagnostic Technologists,"Assist in training technicians, medical students, residents, or other staff members.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.01,17438,Neurodiagnostic Technologists,"Participate in research projects, conferences, or technical meetings.",131,131,Assess cardiovascular function,"Evaluate heart and nervous-system related function, provide emergency care, and interpret diagnostic measurements.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19268,Ophthalmic Medical Technologists,Conduct tonometry or tonography tests to measure intraocular pressure.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19287,Ophthalmic Medical Technologists,Take and document patients' medical histories.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19281,Ophthalmic Medical Technologists,"Take anatomical or functional ocular measurements, such as axial length measurements, of the eye or surrounding tissue.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19275,Ophthalmic Medical Technologists,"Measure visual acuity, including near, distance, pinhole, or dynamic visual acuity, using appropriate tests.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19259,Ophthalmic Medical Technologists,Administer topical ophthalmic or oral medications.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19271,Ophthalmic Medical Technologists,"Measure and record lens power, using lensometers.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19263,Ophthalmic Medical Technologists,Calculate corrections for refractive errors.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19264,Ophthalmic Medical Technologists,"Collect ophthalmic measurements or other diagnostic information, using ultrasound equipment, such as A-scan ultrasound biometry or B-scan ultrasonography equipment.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,21190,Ophthalmic Medical Technologists,"Perform ophthalmic triage, in the office or by phone, to assess severity of patients' conditions.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19283,Ophthalmic Medical Technologists,Clean or sterilize ophthalmic or surgical instruments.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,21191,Ophthalmic Medical Technologists,"Educate patients on ophthalmic medical procedures, conditions of the eye, and appropriate use of medications.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19266,Ophthalmic Medical Technologists,Conduct ocular motility tests to measure function of eye muscles.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19261,Ophthalmic Medical Technologists,"Assess refractive condition of eyes, using retinoscope.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19269,Ophthalmic Medical Technologists,Conduct visual field tests to measure field of vision.,47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19273,Ophthalmic Medical Technologists,"Measure corneal thickness, using pachymeter or contact ultrasound methods.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
29-2099.05,19272,Ophthalmic Medical Technologists,"Measure corneal curvature with keratometers or ophthalmometers to aid in the diagnosis of conditions, such as astigmatism.",47,47,Perform eye diagnostics,Measure visual function and collect ocular data to support diagnosis and treatment.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
